"Budget";"Movie_length";"Lead_Actor_Rating";"Lead_Actress_rating";"Director_rating";"Producer_rating";"Trailer_views";"X3D_available";"Genre";"Collection"
31257,985;167,4;9,065;9,14;8,995;9,165;334563;"YES";"Comedy";25600
35513,115;81,3;6,47;6,515;6,435;6,505;537248;"YES";"Thriller";47400
32974,48;86,5;9,065;9,495;9,05;8,645;440970;"YES";"Action";43400
32119,01;148,3;7,715;6,845;8,84;6,685;420044;"YES";"Comedy";34100
40268,195;119,3;8,78;9,37;7,16;8,575;401981;"YES";"Thriller";39100
34052,15;173,5;9,155;9,37;9,14;9,495;305675;"YES";"Thriller";27600
36079,725;127,2;6,28;8,845;5,315;8,445;536791;"YES";"Drama";48200
30724,705;119,3;7,64;7,59;8,29;6,425;316479;"YES";"Comedy";25300
34035,485;156,9;8,52;8,8;8,55;8,685;473168;"NO";"Action";45400
41406,97;107,7;6,67;6,985;6,665;7,01;524356;"NO";"Thriller";88000
32846,715;166,4;8,725;8,885;8,72;8,965;394329;"YES";"Thriller";37600
37674,01;164,3;9,05;9,23;8,98;9,1;335532;"YES";"Thriller";15000
38312,835;127,8;6,755;6,935;6,8;6,84;470107;"YES";"Comedy";54000
36007,51;173,5;7,7;7,785;9,14;8,14;473768;"NO";"Thriller";52200
33352,22;169,3;8,04;6,665;7,275;9,48;418266;"YES";"Comedy";42700
34052,15;111,3;7,23;8,515;6,745;9,41;390048;"NO";"Drama";38300
31735,715;161,7;8,49;8,895;8,915;8,93;354854;"YES";"Thriller";39400
35540,89;110,1;9,05;9,145;9,015;9,375;462958;"YES";"Thriller";42600
38107,3;104,3;7,935;9,31;8,56;8,52;479856;"YES";"Thriller";47100
35063,16;102,4;7,265;7,455;7,145;7,3;509852;"YES";"Thriller";46000
34241,02;160;8,865;9,36;8,55;6,655;459998;"NO";"Action";26600
35696,43;125,8;7,63;7,84;7,615;7,83;510893;"YES";"Thriller";47600
33479,985;130,2;5,28;9,37;8,66;8,43;425095;"YES";"Comedy";56100
33841,06;168,9;8,705;8,875;8,725;8,6;405200;"YES";"Thriller";37400
32146,785;104,6;6,65;6,78;6,58;6,77;465605;"NO";"Action";38800
33657,745;110,8;7,545;7,74;7,465;7,625;466294;"YES";"Thriller";41200
34502,105;80;6,98;7,17;7,08;7,33;473146;"YES";"Thriller";49400
34135,475;102,7;6,01;6,115;5,965;6,28;480067;"NO";"Comedy";46600
31202,435;157,6;8,9;6,91;8,44;6,475;495560;"NO";"Action";53100
30308,08;173,5;9,07;8,055;8,575;9,175;469499;"YES";"Thriller";37100
33929,94;153,3;6,62;9,335;8,12;8,475;399291;"NO";"Comedy";56000
32657,845;169,3;8,895;9,13;8,9;9,06;395312;"NO";"Thriller";37600
33657,745;150;9,09;7,59;9,015;9,3;446743;"YES";"Thriller";34700
33441,1;120,7;8,125;8,295;8,11;8,36;491916;"YES";"Drama";46400
34674,31;138,2;8,26;8,31;8,14;8,445;471764;"NO";"Thriller";46000
37435,145;80;7,86;7,91;9,08;8,555;504442;"YES";"Thriller";64200
32685,62;158,6;8,795;8,22;8,965;8,67;369907;"NO";"Comedy";45000
36357,475;172,6;9,11;9,35;9,18;9,325;382857;"NO";"Action";21800
39479,385;155,5;7,63;8,535;8,45;8,055;517077;"NO";"Action";52700
39790,465;147,4;9,235;8,86;8,285;4,03;516911;"NO";"Comedy";25600
33091,135;173,5;9,02;9,155;9,075;9,15;383325;"NO";"Comedy";17600
32318,99;118,6;8,68;8,875;5,965;8,955;479856;"YES";"Action";41600
40012,665;155,3;8,94;9,025;8,815;8,995;483080;"YES";"Drama";67600
37607,35;76,4;7,115;7,14;7;7,3;512492;"NO";"Action";53200
35879,745;168,3;8,9;9,15;8,995;8,98;342695;"YES";"Thriller";50700
38073,97;116,3;7,86;7,95;7,73;7,925;532339;"YES";"Thriller";64000
24264,24;164,7;9,25;9,33;9,26;9,28;269764;"NO";"Thriller";17600
27363,93;148;6,9;8,535;5,885;8,94;561219;"NO";"Comedy";38900
33902,165;115;5,685;8,74;5,885;8,225;449001;"YES";"Thriller";26200
22986,59;173,5;9,27;9,48;9,425;9,55;215432;"NO";"Drama";27600
35079,825;119,1;6,185;6,48;6,27;6,43;498744;"NO";"Thriller";44600
38546,145;108;5,56;5,73;5,515;5,605;495540;"YES";"Comedy";53200
33135,575;162,7;7,945;8,14;7,83;8,06;457361;"YES";"Comedy";39200
35751,98;161,4;8,83;8,885;8,8;8,85;418275;"NO";"Action";28600
30885,8;136,3;8,95;9,015;8,97;9,095;458883;"NO";"Comedy";45600
31563,51;107,3;7,385;7,525;7,395;7,49;470466;"NO";"Thriller";38600
33257,785;173,5;8,305;6,955;9,06;8,36;515276;"YES";"Thriller";57800
36007,51;173,5;9,215;9,295;9,235;8,715;456271;"NO";"Drama";49700
32852,27;156,7;7,9;8,09;7,96;8,055;387823;"NO";"Thriller";35600
32630,07;155,5;7,27;9,275;8,36;9,145;411162;"YES";"Drama";33600
36607,45;113,9;7,185;7,4;7,25;7,175;456975;"YES";"Thriller";44000
36768,545;143,9;7,145;7,445;7,145;7,46;510436;"YES";"Drama";47800
35735,315;104,3;8,9;9,155;8,9;6,725;339764;"YES";"Comedy";43300
27252,83;170,1;7,5;8,785;8,82;8,79;350102;"NO";"Comedy";49900
34663,2;123,4;9,26;6,085;8,925;9,435;490857;"YES";"Thriller";59100
30074,77;171,8;8,96;9,235;9,03;9,26;351221;"NO";"Comedy";14000
32907,82;79,7;7,205;9,155;7,945;6,95;514773;"NO";"Action";41200
34107,7;119,3;7,84;7,97;7,87;8,14;490040;"YES";"Thriller";41600
36685,22;92,3;6,745;6,985;6,77;7,06;525053;"NO";"Thriller";58200
44823,295;140,1;8,63;5,795;8,84;7,52;418266;"YES";"Thriller";67400
31691,275;109,4;7,505;9,26;8,58;8,215;321678;"YES";"Drama";32200
35613,105;173,5;9,035;9,095;9,06;9,095;431269;"YES";"Action";33400
27625,015;148;8,855;7,48;6,965;8,135;534902;"YES";"Thriller";42700
34135,475;127,5;6,3;9,315;6,245;8,55;430817;"NO";"Comedy";22600
36418,58;107,3;9,215;9,22;7,725;8,62;531448;"YES";"Thriller";51600
35190,925;171,7;8,89;8,965;8,84;9,085;411162;"YES";"Thriller";36200
33713,295;119,2;7,72;9,295;8,855;8,36;401740;"NO";"Comedy";24800
33413,325;118,6;7,69;7,92;7,755;7,78;436753;"YES";"Thriller";45000
35513,115;112;7,88;8,4;6,8;7,385;399184;"NO";"Thriller";37000
38568,365;170,9;9,005;9,12;9,04;9,08;501350;"YES";"Comedy";82600
33246,675;151,2;6,73;8,965;7;7,3;467457;"NO";"Thriller";15700
32618,96;146,6;8,6;8,865;8,69;8,89;410730;"YES";"Thriller";40800
42723,505;125,3;7,735;7,95;7,76;7,82;522502;"YES";"Thriller";70400
32713,395;112,5;7,12;7,43;7,21;7,335;407557;"YES";"Action";43400
33857,725;138,6;6,785;6,96;6,685;6,9;462958;"NO";"Comedy";40200
36246,375;160;8,695;8,79;8,63;9,015;408819;"NO";"Thriller";28200
38062,86;107,3;8,77;8,79;7,64;6,485;291101;"NO";"Comedy";35600
39223,855;150,5;8,165;8,335;8,27;8,41;517077;"NO";"Drama";50000
31991,245;151,8;8,815;6,045;8,47;8,305;449755;"NO";"Drama";32400
33363,33;168,8;9,01;9,215;9,06;8,965;434982;"NO";"Comedy";28400
34618,76;127,2;7,33;7,5;7,45;7,69;447528;"YES";"Drama";42400
31696,83;101,9;6,665;6,72;6,67;6,665;450203;"NO";"Drama";34200
39223,855;160;8,71;9,075;8,51;8,63;489563;"NO";"Thriller";48400
32635,625;150,4;6,865;6,49;8,66;7,49;558567;"YES";"Thriller";45400
34602,095;164,7;8,715;8,86;8,56;8,775;437611;"YES";"Comedy";38800
38007,31;173,5;8,9;9,09;8,84;9,145;483741;"YES";"Thriller";60200
34107,7;155,3;7,825;7,405;7,74;8,255;276179;"YES";"Thriller";32100
36935,195;138,6;8,475;8,725;9,155;6,655;483058;"YES";"Drama";37100
33496,65;161,1;8,95;6,985;7,215;8,595;546989;"NO";"Drama";68000
34035,485;91,9;7,12;7,305;7,165;7,4;486691;"YES";"Thriller";47800
31152,44;110,3;8,165;8,48;6,295;8,38;483058;"YES";"Thriller";26000
36007,51;105,6;7,89;7,96;7,8;8,075;504442;"YES";"Thriller";58200
36968,525;171,7;8,745;8,885;8,675;8,985;390279;"YES";"Comedy";30400
36468,575;167,1;9;8,26;9,03;7,665;515276;"YES";"Thriller";69400
34257,685;157,5;8,39;8,515;8,47;8,555;399291;"NO";"Thriller";39800
33007,81;173,5;7,69;6,085;8,315;9,46;461695;"YES";"Comedy";53100
27236,165;171,3;9,26;9,46;9,225;9,365;294970;"YES";"Thriller";23600
39701,585;165,4;8,815;7,96;9,05;8,09;512129;"NO";"Comedy";49400
32596,74;99,3;7,29;7,47;7,265;7,54;483140;"YES";"Drama";38600
33379,995;167;8,36;7,4;7,475;8,105;442225;"NO";"Drama";36400
38212,845;105,7;8,96;8,14;9,08;8,89;440970;"YES";"Drama";47200
35646,435;108;8,745;6,34;6,865;8,925;411330;"NO";"Thriller";40300
34118,81;147;9,065;7,665;6,63;7,07;456491;"YES";"Thriller";37300
32119,01;145,2;7,935;8,03;7,83;8,135;401740;"NO";"Thriller";39600
33807,73;95,4;8,835;9,13;5,345;8,955;480187;"YES";"Drama";44300
35007,61;127,1;8,515;6,445;9,015;7,47;493047;"YES";"Drama";58300
35007,61;167,3;7,585;6,62;9,17;8,86;468556;"NO";"Comedy";61600
25841,86;173,5;9,145;9,32;9,14;9,46;291349;"YES";"Thriller";21000
38612,805;159,8;7,575;7,47;8,56;9,23;530639;"NO";"Thriller";64300
31991,245;121,7;8,37;8,595;8,365;8,54;431316;"NO";"Comedy";39800
31074,67;112,5;6,335;8,31;7,25;9,145;402267;"NO";"Comedy";24700
33691,075;162;9,22;6,085;6,2;8,075;527157;"NO";"Drama";40600
33007,81;158,9;5,55;9,48;7,515;9,03;384237;"YES";"Comedy";29300
36329,7;162;6,98;9,495;9,195;8,88;546989;"YES";"Thriller";39900
33274,45;155,2;7,72;7,925;7,82;8,015;431225;"NO";"Drama";35000
37957,315;167,8;8,95;9,055;8,865;8,955;388831;"YES";"Drama";28200
39912,675;134,6;7,485;7,57;7,495;7,515;547051;"NO";"Comedy";69400
38773,9;168,9;9,01;7,48;7,45;6,985;406685;"YES";"Action";44500
31624,615;169,5;8,955;9,135;9,08;9,255;391198;"YES";"Comedy";40200
30752,48;144,8;8,695;8,725;6,74;6,25;401981;"YES";"Drama";45800
33807,73;135;8,045;8,305;8,095;8,255;471552;"YES";"Comedy";48000
27880,545;105,4;6,99;7,5;8,25;8,99;534094;"YES";"Comedy";47000
31130,22;163,3;8,47;8,58;8,425;8,545;440780;"YES";"Drama";52800
32746,725;133,1;7,07;7,255;7,16;7,285;452920;"YES";"Thriller";37000
32685,62;92;4,585;4,725;4,515;4,75;500120;"YES";"Thriller";37200
38107,3;171,6;6,8;7,075;9,05;9,305;524749;"NO";"Action";50800
34690,975;161,5;8,83;8,24;4,69;9,215;513390;"YES";"Drama";28100
30291,415;173,5;9,215;9,37;9,105;9,33;291101;"NO";"Drama";10000
33113,355;166,4;8,83;9,075;8,865;9,05;388265;"YES";"Comedy";41000
35490,895;158,2;9,005;8,81;6,92;7,3;308802;"YES";"Comedy";31100
38873,89;104,3;9,12;6,515;7,145;7,995;286266;"NO";"Comedy";43800
32518,97;165,3;8,645;8,805;8,755;8,95;467883;"YES";"Drama";45400
37918,43;130;8,995;8,01;8,64;6,795;393382;"YES";"Action";44100
34296,57;166,1;8,47;8,865;9,04;8,425;465605;"YES";"Comedy";35300
32918,93;144,5;8,52;8,55;8,44;8,67;383739;"NO";"Comedy";38200
32763,39;125,8;5,965;6,075;5,835;6,095;459385;"NO";"Thriller";34400
37862,88;173,5;6,21;9,405;8,195;7;503965;"YES";"Comedy";24300
34296,57;171,9;8,52;7,81;9,035;8;480435;"NO";"Comedy";43100
29685,92;93,6;7,205;6,005;7,16;8,665;503965;"NO";"Comedy";60500
35735,315;163,4;6,47;8,44;6,015;9,255;489837;"YES";"Comedy";62600
35646,435;80,1;7,24;7,465;7,205;7,52;501152;"YES";"Thriller";48400
34007,71;170,8;9,175;9,24;9,035;9,315;428936;"NO";"Thriller";43000
34724,305;164,6;8,71;9,01;8,85;8,84;456314;"YES";"Thriller";39800
32968,925;102,8;7,67;7,805;7,74;7,785;532331;"NO";"Comedy";46200
29685,92;162,8;8,15;9,045;8,635;8,955;429010;"YES";"Comedy";39200
34846,515;79,5;7,73;8,025;7,715;8,025;488560;"NO";"Thriller";48200
34413,225;168,4;7,89;8,325;9,04;8,88;436753;"NO";"Action";35600
33352,22;159,4;6,665;6,725;6,575;6,855;412012;"YES";"Thriller";37800
30952,46;162;8,65;8,73;8,635;8,79;415584;"NO";"Thriller";46200
36396,36;156,7;7,53;8,095;5,95;8,965;416540;"YES";"Thriller";27200
34546,545;173,5;8,96;9,015;8,985;9,03;393382;"NO";"Thriller";29600
30885,8;164,6;9,05;8,705;6,6;8,34;533135;"YES";"Comedy";31200
38062,86;173,5;9,24;9,36;9,26;9,21;399184;"YES";"Drama";55000
35140,93;171,2;8,73;8,985;8,79;8,955;438063;"YES";"Comedy";39200
41773,6;162,9;8,8;9;8,925;9;526451;"YES";"Action";86200
46650,89;165;8,725;8,98;8,805;8,915;511151;"YES";"Thriller";97600
36007,51;110,3;7,24;8,04;9,19;8,64;480986;"YES";"Comedy";48800
40623,715;151,8;7,53;8,255;9,2;8,14;237541;"NO";"Drama";38300
30063,66;83,3;8,16;8,26;8,165;8,235;298989;"YES";"Comedy";47400
35846,415;105,4;6,335;6,445;6,26;6,345;511643;"YES";"Comedy";44000
32291,215;164,5;8,31;7,5;9,185;6,12;473168;"NO";"Drama";34000
31074,67;110,3;6,745;6,915;6,73;6,615;461313;"NO";"Thriller";34800
31835,705;138,7;8,52;8,74;8,54;8,685;463019;"YES";"Thriller";38600
28291,615;168,7;9,07;6,805;6,665;9,255;390279;"NO";"Comedy";27500
37607,35;173,5;9,21;8,48;8,955;7,96;466687;"YES";"Comedy";44400
34724,305;170,1;8,745;8,995;8,885;8,98;397006;"YES";"Comedy";25200
33446,655;156,1;8,615;8,755;8,54;8,595;454755;"NO";"Action";38400
35690,875;165;8,715;7,135;6,055;9,165;429010;"NO";"Thriller";43300
36163,05;173,5;9,08;9,155;9,01;9,22;475753;"YES";"Drama";46600
32702,285;168,2;9,005;9,23;8,97;9,23;420044;"NO";"Comedy";25400
38546,145;159,8;8,55;7,88;9,26;9,07;457225;"NO";"Thriller";44800
35524,225;164,5;8,585;8,775;8,69;8,94;465805;"NO";"Drama";43400
38707,24;110,7;7,225;7,54;7,215;7,53;546620;"YES";"Comedy";70800
35585,33;170,7;8,835;9,015;8,92;9,095;373307;"YES";"Action";34200
36935,195;95,4;8,92;8,94;7,45;7,9;442225;"NO";"Drama";47900
32257,885;127,3;8,17;8,21;8,1;8,215;414813;"YES";"Thriller";44800
36624,115;80,1;9,005;9,01;8,28;8,075;457225;"NO";"Drama";45600
29685,92;119,3;6,225;8,645;8,54;9,41;505077;"NO";"Drama";47500
48772,9;156,4;9,015;9,145;9,04;8,99;493047;"NO";"Thriller";43800
35690,875;148,3;8,8;9,04;8,83;8,93;458882;"YES";"Comedy";32200
31457,965;95,4;4,62;4,815;4,62;4,775;484954;"NO";"Comedy";36400
32802,275;126,7;8,32;8,575;8,42;8,385;451515;"NO";"Comedy";41200
29941,45;146,4;8,57;8,695;8,51;8,63;380129;"NO";"Thriller";39400
36896,31;158,6;8,24;8,405;8,155;8,36;461695;"NO";"Comedy";57400
33346,665;169,3;8,96;8,87;8,02;8,08;388831;"YES";"Comedy";31700
32418,98;151,2;8,555;7,27;8,965;9,335;456975;"YES";"Drama";57100
35785,31;127,1;8,02;8,295;8,015;8,34;489837;"NO";"Drama";45800
31669,055;92,6;9,055;8,65;9,235;7,495;458708;"NO";"Thriller";31800
34502,105;102,4;8,04;8,225;8,095;8,305;508101;"NO";"Action";50000
38073,97;110,1;7,985;8,88;8,64;8,665;489836;"YES";"Thriller";52700
37374,04;173,5;7,47;8,63;8,07;7,28;504458;"NO";"Drama";40500
30663,6;162,9;6,945;7,485;4,69;9,03;511151;"YES";"Comedy";31700
27236,165;106,5;8,745;9,32;8,92;6,345;449001;"YES";"Comedy";31100
35413,125;150,5;8,695;9,015;8,82;8,79;488560;"NO";"Thriller";35600
35640,88;157,6;8,57;8,715;8,615;8,805;467457;"YES";"Comedy";47200
38185,07;101,6;6,645;6,91;6,665;6,85;534902;"NO";"Thriller";62400
38646,135;80,3;5,41;5,575;5,45;5,755;534094;"NO";"Action";59200
37562,91;136,5;7,735;5,855;6,735;8,075;422013;"YES";"Thriller";59200
39790,465;153,4;8,345;8,44;8,36;8,42;506523;"NO";"Thriller";63200
39223,855;153,8;9,035;8,01;8,75;7,96;305675;"NO";"Comedy";25400
34035,485;158,7;8,825;9,025;8,915;8,99;442160;"YES";"Action";40800
35440,9;168,9;8,955;8,685;8,625;7,08;308973;"YES";"Action";50700
37374,04;167,6;8,75;8,9;8,625;8,73;402950;"NO";"Thriller";28800
36318,59;132,2;7,995;8,185;7,94;8,045;502420;"YES";"Thriller";48800
40029,33;165,1;9,02;9,045;8,89;9,185;503379;"YES";"Thriller";73000
38773,9;131,9;8,445;8,725;8,58;8,59;505742;"NO";"Drama";74400
37490,695;166,1;8,8;8,945;8,815;8,8;401512;"YES";"Drama";26800
35740,87;146,6;8,085;9,1;7,35;9,525;346747;"NO";"Comedy";23000
34490,995;104,8;6,275;6,4;6,21;6,475;514434;"YES";"Drama";46400
34502,105;138;5,34;6,505;9,11;8,765;437611;"NO";"Comedy";42800
33224,455;141,6;8,015;8,31;8,06;8,265;480986;"NO";"Comedy";48600
32968,925;161,4;9,075;9,195;9,065;9,025;257073;"YES";"Comedy";16800
34718,75;166,1;9,07;9,24;9,06;9,03;540041;"YES";"Drama";54000
33379,995;115,8;7,23;7,265;7,22;7,28;481269;"NO";"Drama";43400
35085,38;111,6;6,62;6,9;6,735;6,83;536791;"NO";"Comedy";44400
33352,22;157,6;8,78;9,02;8,815;8,99;454602;"YES";"Action";40600
36607,45;111,3;8,98;8,74;7,05;7,845;462958;"YES";"Drama";44700
35540,89;161,5;8,635;8,79;8,655;8,885;486963;"NO";"Comedy";50000
35874,19;135;9,155;7,88;7,715;8,34;456271;"YES";"Drama";44600
36479,685;160,8;8,04;8,345;8,1;8,305;483058;"YES";"Drama";47600
33396,66;173,5;8,865;8,98;8,76;8,99;495560;"YES";"Thriller";42800
32291,215;163,8;7,53;7,705;7,645;7,755;436807;"NO";"Drama";33200
30308,08;110,1;8,1;8,24;8,07;8;448317;"YES";"Action";40400
32907,82;170,4;7,89;8,98;8,465;6,41;394787;"NO";"Thriller";21800
35085,38;104,8;6,285;5,795;7,26;7,54;432081;"YES";"Thriller";47500
38707,24;159,8;6,77;7,31;9,05;9,185;505742;"YES";"Drama";61700
33996,6;150,2;8,78;8,945;8,77;8,93;482875;"YES";"Action";41200
34229,91;170,9;8,75;8,915;8,75;9,175;348948;"YES";"Drama";26600
31202,435;171,4;9,235;9,325;9,215;9,315;316479;"NO";"Thriller";34400
37096,29;168,5;9,055;7,95;8,895;9,175;346747;"NO";"Thriller";41300
33274,45;161,1;8,985;9,005;8,015;9,175;495540;"NO";"Drama";46300
31713,495;118,6;7,385;8,87;6,73;6,345;455480;"YES";"Thriller";42400
36685,22;171,4;8,595;9,205;8,83;9,335;466294;"YES";"Comedy";43200
40368,185;102,8;8,71;9,1;7,64;9,435;380129;"YES";"Thriller";43000
35440,9;169,1;9,01;9,155;8,935;8,965;354854;"YES";"Comedy";19000
32318,99;154,3;7,95;6,505;9,08;8,895;467457;"NO";"Thriller";46100
37740,67;157,6;9,11;7,305;8;7,69;432078;"YES";"Thriller";65400
34568,765;173,5;9,115;6,83;8,415;8,88;399154;"YES";"Thriller";39800
36418,58;110,4;8,995;9,345;7,145;7,94;471960;"YES";"Thriller";48100
33141,13;103,7;7,925;8,17;7,98;8,23;498052;"YES";"Thriller";48400
40479,285;127,5;8,52;6,895;8,705;8,245;451515;"YES";"Comedy";83400
33441,1;168,2;9,27;8,185;9,04;9,085;454277;"YES";"Thriller";49100
31374,64;172,3;8,17;8,525;5,45;8,275;495311;"YES";"Thriller";49000
38746,125;173,5;9,135;8,82;6,8;8,765;483363;"NO";"Thriller";46500
45812,085;141,6;7,945;8,715;8,04;8,965;473146;"NO";"Comedy";46200
33957,715;132,3;7,965;8,07;7,88;8,08;471282;"NO";"Action";42000
39223,855;164,2;9,17;6,8;7,655;8,78;286266;"YES";"Drama";55900
33696,63;94,9;8,9;9,24;8,66;5,465;474433;"YES";"Thriller";31500
44662,2;160;8,255;8,52;8,345;8,45;560909;"YES";"Action";75200
40479,285;150;8,785;9,445;8,71;8,275;482381;"YES";"Thriller";35600
31074,67;123,4;8,185;8,31;6,7;8,055;455480;"YES";"Thriller";39300
39746,025;165,7;8,64;8,675;8,54;8,75;549262;"YES";"Thriller";75800
36457,465;115,7;7,805;8,55;8,625;9,185;407557;"YES";"Thriller";53900
33446,655;134,6;9,02;8,185;9,02;9,39;269764;"NO";"Drama";45100
34724,305;170,8;6,49;7,9;9,01;7,955;412194;"NO";"Thriller";41700
36357,475;115;6,49;9,315;9,1;5,505;302506;"NO";"Thriller";19100
37740,67;162,8;8,73;8,845;8,8;8,845;496077;"YES";"Comedy";44000
39373,84;138,7;7,91;8,835;7,15;7,385;360183;"YES";"Comedy";30300
32185,67;92,6;9,12;9;7,66;7,035;373575;"NO";"Action";32700
32235,665;165,9;8,48;9,385;8,915;8,065;354464;"NO";"Thriller";33900
34618,76;171,8;8,045;8,17;7,815;6,56;440004;"YES";"Action";46000
33113,355;170,1;7,7;8,775;8,47;9,185;528366;"NO";"Thriller";32200
40195,98;114,6;7,95;8,02;7,955;8,03;525924;"NO";"Thriller";72200
36524,125;146,9;8,39;7,54;6,7;8,04;399184;"NO";"Action";30500
35007,61;105,7;7,235;7,405;7,265;7,29;492574;"NO";"Thriller";49600
34602,095;164,6;7,68;9,09;9,065;8,045;527157;"YES";"Comedy";30700
32957,815;141,7;8,155;8,365;8,23;8,53;475977;"YES";"Thriller";37800
34713,195;150,8;8,095;8,33;8,04;8,305;468556;"NO";"Action";41200
35718,65;165,1;6,665;8,595;9,155;9,115;407077;"YES";"Thriller";41900
32257,885;113,8;8,475;7,75;8,91;9,225;459385;"YES";"Comedy";59500
29785,91;124,5;6,555;9,12;8,935;6,795;312011;"YES";"Drama";29000
37918,43;156;6;8,67;8,965;9,3;457316;"YES";"Thriller";48200
35063,16;95,4;9,02;8,88;9,3;7,095;546620;"NO";"Drama";58500
39912,675;170,1;8,85;9,08;8,945;8,29;340338;"NO";"Thriller";39300
32318,99;110,1;8,855;8,98;5,885;8,385;533713;"YES";"Comedy";53000
38112,855;147,4;8,9;6,34;8,92;8,82;437541;"NO";"Comedy";67800
38612,805;88,8;7,225;7,58;6,655;9,26;451646;"YES";"Thriller";50100
36857,425;156;8,215;8,38;8,295;8,475;539571;"NO";"Thriller";45600
34046,595;165;7,24;8,05;7,535;8,175;451646;"YES";"Thriller";51700
35763,09;82,4;6,285;6,41;6,295;6,215;548870;"NO";"Drama";49600
33691,075;81,3;7,27;7,52;7,195;7,44;500290;"NO";"Thriller";45600
25708,54;126,3;8,02;9,23;9,175;8,04;373307;"NO";"Thriller";28600
33496,65;154,3;8,64;8,88;8,68;8,79;518438;"YES";"Comedy";38000
31130,22;132,2;8,73;8,955;6,575;7,355;462490;"YES";"Thriller";23500
30752,48;138,9;8,995;9,1;8,855;8,62;498425;"YES";"Comedy";37900
29685,92;173,5;8,025;8,07;7,93;8,225;367698;"NO";"Comedy";40000
35063,16;132;7,185;8,65;8,865;8,6;545499;"NO";"Thriller";59300
37740,67;172,3;9,215;9,465;9,24;9,365;349344;"YES";"Comedy";26600
31202,435;126,3;6,92;6,155;5,945;7,94;454755;"NO";"Thriller";33900
29463,72;170,9;6,58;9,055;8,84;8,985;474736;"NO";"Thriller";32100
40734,815;173,5;8,9;9,13;8,99;9,195;477252;"YES";"Thriller";72000
32968,925;173,5;9,09;9,4;7,655;6,975;299587;"YES";"Thriller";30200
31152,44;173,5;9,27;9,46;9,305;9,39;434373;"YES";"Thriller";55800
34002,155;130,3;8,035;8,13;8,08;8,26;489563;"YES";"Comedy";44400
37196,28;156,1;9,26;8,81;6,665;8,04;382738;"NO";"Comedy";45800
39701,585;127,7;6,92;7,07;6,815;7,07;531448;"NO";"Drama";72400
36801,875;146;8,87;8,695;8,175;8,36;487150;"YES";"Comedy";37500
37540,69;169,6;7,545;8,025;8,19;7,785;402950;"YES";"Thriller";27600
21458,965;163,5;8,345;8,005;8,435;7,765;415458;"YES";"Thriller";29300
31891,255;139,7;6,335;6,42;6,235;6,56;465689;"NO";"Thriller";37400
34979,835;154,8;8,84;7,485;8,015;8,08;517077;"NO";"Action";46900
39462,72;133;5,28;5,455;5,315;5,505;477265;"YES";"Action";66000
