"Budget";"Movie_length";"Lead_Actor_Rating";"Lead_Actress_rating";"Director_rating";"Producer_rating";"Trailer_views";"Genre";"Collection"
34618,76;127,2;7,33;7,5;7,45;7,69;447528;"Drama";42400
32885,6;169,9;7,47;6,74;8,79;7,955;512129;"Drama";85400
36857,425;156;8,215;8,38;8,295;8,475;539571;"Thriller";45600
36896,31;172,4;8,835;8,58;8,885;7,02;471764;"Thriller";34300
32657,845;91,2;8,965;9,1;7,655;8;354960;"Drama";24300
31563,51;107,3;7,385;7,525;7,395;7,49;470466;"Thriller";38600
33729,96;158;8,175;9,155;7,9;7,07;489220;"Thriller";44500
31457,965;173,5;8,1;8,775;9,26;9,235;467769;"Action";41500
35574,22;173,5;9,17;9,32;9,115;9,12;359036;"Thriller";24200
35418,68;173,5;8,23;9,13;8,625;8,88;545499;"Thriller";43200
35668,655;152,4;7,505;7,65;7,44;7,47;494055;"Drama";43200
32846,715;156,7;6,74;6,165;8,31;8,42;446743;"Comedy";46600
33496,65;159;7,085;7,18;7,125;7,23;374797;"Thriller";33200
34257,685;104,3;7,07;8,475;8,595;8,725;458708;"Comedy";50700
32613,405;119,8;8,28;9,17;6,825;7,72;384688;"Thriller";30200
32291,215;156,9;8,46;7,27;7,745;6,665;353650;"Comedy";35100
45878,745;120,7;9,215;7,68;8,58;9,26;501886;"Thriller";82700
41195,88;136;8,085;8,32;8,165;8,435;484613;"Thriller";66400
33141,13;111,6;8,83;9,24;5,605;6,23;456943;"Drama";28200
36829,65;132;8,83;7,875;9,06;9,165;437945;"Thriller";46500
34690,975;111,3;6,21;7,48;8,79;7,775;267965;"Thriller";36500
34307,68;119,8;9,055;9,39;6,7;8,97;547051;"Comedy";47100
43623,415;169,5;7,175;7,31;8,425;7,77;492574;"Comedy";72900
30019,22;173,5;7,715;8,515;8,04;6,505;491345;"Comedy";37900
32291,215;131,3;8,48;7,62;8,985;8,055;483080;"Drama";41300
25841,86;173,5;8,71;7,62;8,095;8,87;480695;"Thriller";34200
33502,205;96,8;6,525;6,71;6,6;6,885;480695;"Comedy";38800
34690,975;173,5;8,47;9,24;9,14;8,21;543618;"Thriller";49500
31563,51;168,2;9,075;8,395;9,075;8,84;465805;"Thriller";40900
36979,635;173,5;6,92;7,885;4,575;8,925;507193;"Drama";38300
40368,185;79,7;7,07;8,715;9,26;8,575;394365;"Drama";43500
33902,165;158,6;8,96;9,1;8,83;9,065;340669;"Drama";26800
34257,685;143,2;8,22;7,54;5,85;8,12;456271;"Thriller";28900
27363,93;95,3;8,25;9,295;7,285;9,33;411330;"Comedy";28000
28808,23;167,3;9,21;9,385;9,2;9,14;309356;"Drama";35600
39912,675;160,8;6,285;9,31;6,735;9,43;416162;"Action";30400
38568,365;133,2;9;6,9;7,165;7,08;503965;"Drama";53900
35085,38;111,6;6,62;6,9;6,735;6,83;536791;"Comedy";44400
35585,33;170,7;8,835;9,015;8,92;9,095;373307;"Action";34200
32607,85;143,2;8,8;8,92;8,735;9,03;455844;"Thriller";44000
29313,735;171,6;9,27;9,385;9,19;9,3;267965;"Action";14400
34035,485;169,7;8,865;5,795;7,76;8,28;278464;"Action";48400
33841,06;168,9;8,705;8,875;8,725;8,6;405200;"Thriller";37400
33052,25;150;9,26;8,715;5,285;9,195;488266;"Drama";30500
33141,13;166,9;6,58;6,665;6,46;6,655;430178;"Thriller";32000
32918,93;144,5;8,52;8,55;8,44;8,67;383739;"Comedy";38200
39323,845;171,8;8,165;7,445;8,065;7,625;533135;"Thriller";57800
34846,515;80,1;6,895;8,91;9,035;8,84;500120;"Thriller";37900
31735,715;167,6;7,74;7,91;7,815;8,07;350102;"Drama";25400
29941,45;146,4;8,57;8,695;8,51;8,63;380129;"Thriller";39400
29941,45;164,8;7,67;8,33;8,46;7,94;454277;"Thriller";52800
32657,845;169,3;8,895;9,13;8,9;9,06;395312;"Thriller";37600
38612,805;159,2;8,035;8,835;9,02;6,215;362344;"Thriller";37800
38962,77;158,1;8,89;9,07;8,82;8,955;440617;"Thriller";61400
28291,615;171,5;9,015;9,2;9,025;9,115;286130;"Action";16200
27974,98;170,5;9,01;9,125;9,035;9,29;317358;"Comedy";19400
44662,2;151,2;7,235;9,495;5,345;5,785;387496;"Thriller";17900
32685,62;134,9;8,615;7,665;9,21;4,03;459998;"Action";38400
38773,9;131,9;8,445;8,725;8,58;8,59;505742;"Drama";74400
33396,66;140,1;7,065;7,265;7,15;7,4;459241;"Thriller";45800
31130,22;163,3;8,47;8,58;8,425;8,545;440780;"Drama";52800
35140,93;89,3;7,72;9,315;8,295;9,47;276179;"Thriller";25400
33174,46;150,2;8,3;8,545;8,36;8,59;491345;"Comedy";40600
39462,72;133;5,28;5,455;5,315;5,505;477265;"Action";66000
35635,325;171,6;7,23;8,03;9,05;9,235;349344;"Thriller";63200
35668,655;171,2;9,02;9,18;6,685;9,275;456943;"Action";31600
35846,415;105,4;6,335;6,445;6,26;6,345;511643;"Comedy";44000
37362,93;173,5;6,98;8,965;8,23;8,93;475124;"Thriller";57600
29785,91;169,7;8,865;9,1;8,895;8,93;450482;"Drama";41600
34568,765;136,3;3,84;8,805;7,94;8,89;459687;"Thriller";32300
36857,425;136,5;5,41;6,785;7,49;8,8;483741;"Comedy";41700
37840,66;105,7;7,825;8,04;7,89;8,045;504458;"Drama";70200
40029,33;165,1;9,02;9,045;8,89;9,185;503379;"Thriller";73000
37301,825;155,1;8,595;8,685;8,5;8,87;495560;"Thriller";45600
27775;163;9,105;9,26;9,115;9,48;276179;"Action";14800
32852,27;108;9,27;7,035;7,42;9,115;516279;"Drama";64500
31980,135;173,5;9,155;9,34;9,21;9,47;474055;"Thriller";30000
32318,99;109,4;8,83;6,48;7,205;9,22;342695;"Thriller";44200
33479,985;105,7;6,65;9,015;8,98;9,11;481269;"Thriller";47600
34674,31;138,2;8,26;8,31;8,14;8,445;471764;"Thriller";46000
41068,115;172,8;8,615;8,845;8,68;8,955;407077;"Thriller";35600
33235,565;173,5;8,04;8,14;9,095;5,68;517172;"Action";46600
36318,59;122;8,745;8,685;8,92;6,77;394787;"Drama";26100
31119,11;157,6;5,395;8,15;6,18;9,26;233100;"Comedy";21800
22986,59;146,2;6,3;9,505;6,92;9,22;510207;"Drama";31000
45917,63;151,8;8,52;8,635;8,435;8,62;549160;"Drama";89600
33379,995;167,5;9,035;9,015;7,42;6,12;491978;"Thriller";35800
36696,33;115,7;6,875;6,945;6,795;7,005;507617;"Action";46600
22986,59;173,5;9,27;9,495;9,3;9,58;352670;"Thriller";23800
30885,8;131,9;8,95;8,535;8,635;9,165;554735;"Drama";39700
41195,88;83,4;8,305;6,505;9,17;7,475;264112;"Drama";53300
38773,9;163,5;8,75;6,62;9,23;7,955;295168;"Drama";41900
35863,08;170,6;7,735;9,09;6,85;9,315;522502;"Drama";41400
32724,505;162,9;7,44;9,23;8,73;9,175;525053;"Action";48900
31202,435;171,4;9,235;9,325;9,215;9,315;316479;"Thriller";34400
33346,665;168;8,68;8,895;8,575;8,77;354464;"Action";38200
33929,94;91,2;8,815;6,075;9,01;6,425;566644;"Action";65500
40223,755;122,8;6,34;6,52;6,41;6,655;516919;"Comedy";65400
34690,975;79,7;7,32;7,385;7,25;7,47;493124;"Drama";46800
33502,205;126,4;8,325;8,405;8,575;8,73;511643;"Drama";51200
43134,575;156,8;8,51;8,67;8,52;8,82;515276;"Action";79600
40623,715;171,4;9,19;9,345;9,195;9,635;440970;"Comedy";30000
34035,485;132,2;9,115;9,225;9,155;8,955;528690;"Comedy";45900
31152,44;151,3;4,51;8,455;8,99;8,36;516279;"Comedy";36700
33435,545;126,1;8,695;8,7;8,615;9,305;475124;"Thriller";45700
32763,39;132,2;7,375;6,935;8,72;8,645;354464;"Comedy";38500
34979,835;171,4;7,655;7,17;9,05;6,795;417588;"Drama";39700
30019,22;160,9;6,87;6,895;8,425;8,975;402267;"Comedy";42400
34241,02;112;6,875;7,255;7,88;9,15;411330;"Drama";48500
33863,28;158;7,7;7,9;7,76;7,71;495311;"Comedy";36400
35574,22;120,7;6,755;9,15;9,115;8,955;492480;"Drama";32300
38873,89;119,3;6,895;7,035;6,92;7,02;516279;"Drama";66800
35946,405;172,3;8,98;9,26;9,085;9,225;424127;"Action";26200
34602,095;164,7;8,715;8,86;8,56;8,775;437611;"Comedy";38800
39223,855;138,2;7,69;9,345;8,815;6,84;369595;"Thriller";24000
25841,86;101,2;7,375;8,67;8,575;9,055;387823;"Drama";30900
44662,2;160;8,255;8,52;8,345;8,45;560909;"Action";75200
33046,695;135,3;7,64;7,705;7,535;7,705;472490;"Comedy";40800
38112,855;101,4;7,39;7,59;7,42;7,365;566644;"Thriller";57000
35524,225;164,5;8,585;8,775;8,69;8,94;465805;"Drama";43400
35063,16;99,8;7,185;8,98;8,625;8,87;450482;"Thriller";33400
34241,02;164,8;8,345;8,48;8,42;8,66;369907;"Comedy";43400
32518,97;170,1;9,035;9,105;8,965;9,1;346747;"Action";21600
37540,69;170,5;8,52;8,665;7,76;6,505;294970;"Action";27600
33857,725;138,6;6,785;6,96;6,685;6,9;462958;"Comedy";40200
32707,84;122,6;6,98;9,005;7,725;7;504226;"Drama";45500
35579,775;91,3;8,31;8,14;5,515;9,12;545730;"Thriller";55800
25103,045;152,7;8,83;8,665;8,76;7,845;504043;"Drama";22100
33141,13;135,5;6,3;9,15;7,64;8,87;474736;"Action";47700
32652,29;94,9;6,68;6,8;6,74;6,785;493569;"Thriller";44000
37368,485;162,1;8,06;7,925;8,725;8,94;400821;"Thriller";42300
36896,31;162;8,635;8,85;4,515;8,82;445250;"Thriller";38800
34229,91;170,9;8,75;8,915;8,75;9,175;348948;"Drama";26600
38046,195;143,8;8,36;8,555;8,345;8,375;490857;"Action";56400
38073,97;116,3;7,86;7,95;7,73;7,925;532339;"Thriller";64000
43623,415;105,5;4,51;7,66;9,125;9,085;532331;"Comedy";53800
39790,465;106,7;8,905;7,81;7,815;7,82;516919;"Comedy";55100
33929,94;108,4;5,815;6,11;5,81;6,155;465288;"Comedy";48600
41495,85;126,1;8,415;8,69;8,51;8,645;558567;"Drama";87000
38107,3;147,9;8,405;8,625;8,395;8,75;513390;"Comedy";59800
35863,08;141,3;6,225;6,46;6,285;6,58;525189;"Comedy";44400
34052,15;158,2;8,86;9,155;9,025;8,885;484954;"Drama";46500
27236,165;125,8;5,925;9,1;9,215;8,39;308973;"Thriller";28000
36051,95;105,7;7,935;7,075;8,905;7,53;504442;"Action";44500
38873,89;81,3;8,63;7,75;8,25;6,815;522769;"Thriller";59400
32918,93;155,3;6,865;9,025;8,92;7,07;335532;"Action";23100
25841,86;173,5;9,145;9,32;9,14;9,46;291349;"Thriller";21000
27108,4;173,5;9,115;9,315;9,175;9,215;278464;"Drama";20400
36396,36;94,9;8,22;8,36;8,29;8,385;561219;"Comedy";63000
37674,01;164,3;9,05;9,23;8,98;9,1;335532;"Thriller";15000
34129,92;114,6;4,585;9,295;7,42;8,66;503113;"Thriller";28700
34402,115;166,1;9,055;9,17;8,955;9,235;437541;"Thriller";27600
38746,125;88,8;6,015;6,24;6,11;6,33;536549;"Comedy";69800
35246,475;141,7;5,395;9,15;7,64;8,215;477252;"Action";34100
36379,695;124,5;6,89;7,125;6,865;7,195;479856;"Comedy";54200
34585,43;173,5;7,27;9,07;8,685;9,22;415584;"Drama";35200
33457,765;125,4;6,72;7,805;8,545;8,455;503965;"Drama";51000
35246,475;93,6;6;6,165;5,985;6,195;517172;"Drama";45000
35457,565;116,9;8,915;8,07;9,08;8,715;507193;"Thriller";40100
30019,22;92,6;8,87;9,23;7,615;8,985;514773;"Drama";46600
35540,89;161,5;8,635;8,79;8,655;8,885;486963;"Comedy";50000
40195,98;114,6;7,95;8,02;7,955;8,03;525924;"Thriller";72200
37362,93;140;8,165;8,31;8,015;8,205;514773;"Thriller";58000
35413,125;80,1;7,185;8,03;8,485;9,26;549262;"Drama";56000
33691,075;81,3;7,27;7,52;7,195;7,44;500290;"Thriller";45600
41406,97;107,7;6,67;6,985;6,665;7,01;524356;"Thriller";88000
36685,22;92,3;6,745;6,985;6,77;7,06;525053;"Thriller";58200
35613,105;129,6;8,85;8,91;5,81;8,305;422375;"Thriller";26800
34602,095;161,5;8,865;9,09;8,96;9,185;457225;"Thriller";42800
32685,62;92;4,585;4,725;4,515;4,75;500120;"Thriller";37200
30935,795;168,7;8,725;6,74;9,095;9,12;384237;"Comedy";49700
35079,825;119,1;6,185;6,48;6,27;6,43;498744;"Thriller";44600
35418,68;161,9;8,59;8,885;8,705;8,69;416540;"Comedy";35400
32007,91;161,9;8,78;6,005;7,64;8,88;440004;"Comedy";34800
40195,98;168,8;7,69;8,695;7,42;9,1;474736;"Comedy";26200
34285,46;88,2;8,615;6,185;8,735;7,335;492480;"Action";49600
34357,675;110,3;6,875;9,045;8,23;6,655;411772;"Drama";25100
37362,93;113,5;8,89;6,985;8,365;8,87;286130;"Comedy";41600
36829,65;143,7;8,24;9,37;9,04;8,075;415458;"Thriller";41600
37301,825;127,3;5,69;7,68;9,06;8,385;426316;"Thriller";40100
39873,79;117,9;7,735;9,235;8,425;8,77;511537;"Drama";67300
33318,89;156,1;7,29;6,63;7,25;8,38;501350;"Thriller";45100
35140,93;171,2;8,73;8,985;8,79;8,955;438063;"Comedy";39200
31569,065;105,8;8,76;9,325;9,08;7,3;407077;"Comedy";37800
31713,495;146;8,68;8,98;8,865;8,75;527367;"Thriller";55900
35090,935;156,5;8,48;8,785;8,6;8,665;455177;"Thriller";39000
33152,24;167;7,225;8,24;8,345;8,83;451935;"Thriller";50400
34179,915;142,3;8,285;8,475;8,25;8,43;463628;"Drama";59200
32907,82;153,8;8,035;7,825;7,25;8,67;459998;"Thriller";31100
33685,52;132,6;7,85;8,005;7,725;7,94;418851;"Comedy";48800
36751,88;131,6;8,185;8,475;8,175;8,425;462490;"Comedy";56800
40407,07;115,6;4,51;8,01;9,01;6,95;412194;"Comedy";33900
33807,73;173,5;8,175;7,45;8,065;9,28;566644;"Action";57700
35757,535;141,1;8,435;8,02;8,54;5,785;459056;"Thriller";44400
36163,05;173,5;9,08;9,155;9,01;9,22;475753;"Drama";46600
30724,705;158,9;9,05;9,22;9,185;9,33;312011;"Comedy";17000
34602,095;170,2;7,995;9,095;8,66;8,975;408819;"Thriller";31200
38785,01;158,7;7,01;8,4;9,425;9,375;408819;"Comedy";50800
32707,84;112,5;8,3;7,07;6,74;9,47;422375;"Comedy";47100
32918,93;162,6;8,95;8,075;8,99;5,68;553070;"Comedy";48400
40268,195;79,5;8,8;7,785;7,595;6,98;496877;"Thriller";47800
33591,085;173,5;6,68;7,58;8,83;9,015;417956;"Comedy";43400
36801,875;159,8;6,645;9,345;8,1;8,665;549247;"Thriller";32500
32918,93;173,5;7,9;7,43;8,425;7,43;471960;"Action";44400
29685,92;101,1;9,045;6,34;7,165;7,67;437611;"Drama";53700
33007,81;91,9;8,965;7,27;7,83;8,885;411162;"Thriller";56000
28291,615;162;8,585;7,45;7,125;9,58;486963;"Thriller";46200
30374,74;147,8;8,8;7,525;8,46;9,235;347105;"Comedy";38400
37196,28;129,9;6,985;7,19;7,08;7,28;480187;"Action";47800
36762,99;167,1;8,37;8,76;6,11;8,075;504792;"Comedy";37000
33696,63;155,2;6,92;6,48;6,6;9,005;515276;"Thriller";52300
32957,815;141,7;8,155;8,365;8,23;8,53;475977;"Thriller";37800
44823,295;148,3;8,865;9,105;4,575;6,43;321678;"Comedy";29200
37224,055;135;5,96;8,29;7,815;7,765;498052;"Action";47900
37668,455;83,4;4,62;6,725;9,08;9,125;475124;"Comedy";56800
33479,985;173,5;8,52;7,15;9,175;5,595;359760;"Drama";29300
35646,435;171,8;8,75;8,945;8,905;9,03;400065;"Comedy";26000
33446,655;156,1;8,615;8,755;8,54;8,595;454755;"Action";38400
35402,015;105,5;9,155;6,915;7,8;6,885;384688;"Action";51000
33729,96;173,5;7,805;7,97;7,76;8,115;436306;"Comedy";29000
46650,89;165;8,725;8,98;8,805;8,915;511151;"Thriller";97600
37918,43;155,1;8,8;7,14;8,23;8,115;554735;"Comedy";66700
38646,135;116,9;8,415;7,4;8,735;8,82;500290;"Action";58700
45812,085;143,9;8,09;8,255;8,13;8,225;529841;"Comedy";96600
32763,39;125,8;5,965;6,075;5,835;6,095;459385;"Thriller";34400
36035,285;86,5;6,25;6,34;6,185;6,43;522769;"Thriller";48800
32507,86;101,1;9,235;9,48;8,345;8,82;339764;"Action";40100
39701,585;127,7;6,92;7,07;6,815;7,07;531448;"Drama";72400
34035,485;94,3;8,635;7,825;7,66;5,795;447528;"Comedy";61900
34490,995;104,8;6,275;6,4;6,21;6,475;514434;"Drama";46400
32613,405;145,4;7,205;8,79;8,615;9,58;436807;"Thriller";26400
36357,475;172,6;9,11;9,35;9,18;9,325;382857;"Action";21800
35052,05;107;8,75;6,34;7,265;8,98;493569;"Action";52900
27363,93;160;8,795;9,135;8,56;7,955;286130;"Thriller";25300
30885,8;136,3;8,95;9,015;8,97;9,095;458883;"Comedy";45600
37435,145;104,3;6,645;6,79;6,63;6,975;507193;"Comedy";61000
