"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"condition";"lat";"long"
460000;4;3;2230;52983;2;3;47,3577;-122,195
425000;3;1,75;1610;144619;1;3;47,5659;-121,863
378000;4;1,5;2140;7920;1;3;47,5491;-122,272
429000;2;1;1010;5000;1;2;47,6715;-122,365
275900;3;1,75;1380;8400;1;3;47,3117;-122,321
635000;4;2;2660;8160;1;4;47,7229;-122,359
286000;2;1,5;1010;825;3;3;47,7124;-122,301
454000;3;2,5;1590;4094;2;3;47,61;-122,293
350000;3;1,75;1490;10344;1;3;47,7517;-122,326
575000;3;2,75;1990;9600;1;3;47,532;-122,05
518000;5;1;1590;5000;1,5;3;47,5752;-122,381
771000;3;2,25;1780;6120;1,5;4;47,6025;-122,286
459000;3;3;2440;2076;2;3;47,5476;-122,37
780000;5;1,75;2330;3800;1,5;3;47,6835;-122,308
299900;3;2,25;1560;35026;1;3;47,3023;-122,069
517850;5;2,75;3050;7500;1;4;47,7249;-122,187
699000;5;2,5;3340;24755;2;3;47,4565;-122,066
536000;3;2,75;2290;34548;2;4;47,3691;-122,163
350000;3;2;1680;81893;1;3;47,3248;-122,179
320000;2;1;1380;5820;1;3;47,6875;-122,392
467000;3;2;1840;3432;2;3;47,7368;-122,295
257700;4;2,25;1600;6202;2;4;47,3784;-122,046
420000;3;2;1200;5029;1;3;47,6936;-122,294
