"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"lat";"long";"yr_built"
293500;3;2,5;1610;5024;2;47,3833;-122,043;2004
339950;3;1;1320;11457;1;47,7738;-122,261;1959
525000;3;2,25;2040;435600;2;47,2328;-121,945;1983
419500;3;2,5;1360;3188;2;47,6831;-122,096;1986
435000;3;2;2040;6880;2;47,7601;-122,351;1954
699000;3;2;1820;4080;2;47,6735;-122,401;1937
151000;2;1;720;4222;1;47,4965;-122,186;1942
229000;3;1;940;8400;1;47,5108;-122,165;1958
640000;3;1;1210;3720;2;47,6317;-122,301;1930
505000;2;1;810;5060;1;47,5635;-122,394;1941
485000;3;2,5;1840;8250;1;47,7767;-122,378;1958
1242500;4;2,75;2680;8500;1;47,5634;-122,156;1962
950000;3;3,25;3330;15093;2,5;47,5395;-122,242;1988
350500;2;2,5;1770;4950;1;47,3497;-122,025;2003
282000;3;2,5;2010;5399;2;47,3338;-122,052;2006
559950;3;2,5;1660;1458;3;47,5876;-122,309;2014
625000;3;2,5;2280;4757;2;47,5901;-122,018;2003
625000;4;2,75;2390;6979;2;47,5703;-121,996;1993
267000;3;2,5;2495;4400;2;47,288;-122,283;2007
1210000;3;3,75;5400;24740;2;47,6426;-121,955;1997
267100;2;2,5;1250;1580;2;47,5243;-122,36;2005
374950;3;2,25;1390;1484;3;47,6912;-122,343;2007
299950;3;1;910;8000;1;47,7746;-122,378;1950
929950;3;3,5;3790;10829;2;47,5525;-122,098;1993
550000;3;1,75;1890;100623;1;47,6454;-121,978;1978
358000;3;1,5;2450;12497;1;47,5317;-121,834;1967
174500;2;2,5;1240;2689;2;47,3236;-122,323;1986
560000;3;1;1110;5000;1,5;47,655;-122,359;1947
232500;3;1,5;1940;9887;1;47,3289;-122,327;1969
435000;3;2,5;3110;6000;1;47,5331;-122,353;1967
635000;3;3;2230;1407;2,5;47,5446;-122,017;2014
584950;4;3;3220;6224;1,5;47,4813;-122,129;2009
1350000;4;1,75;2000;3728;1,5;47,643;-122,299;1926
335000;3;1,5;2040;6000;1;47,5218;-122,286;1957
246000;3;1;990;9145;1,5;47,5022;-122,36;1939
1346400;5;1,75;3380;20021;1;47,6395;-122,211;1963
531000;3;2,25;1910;8390;1;47,73;-122,216;1979
344000;4;2,5;2400;4848;2;47,3626;-122,04;2004
745000;4;2,5;3130;10860;2;47,56;-122,04;1990
7e+05;4;1,75;2360;6000;1;47,6465;-122,357;1955
550000;3;2,25;1230;875;3;47,6521;-122,4;2013
498000;3;2,5;1690;4088;2;47,6779;-122,034;2004
397000;4;2,5;2201;9542;2;47,4002;-122,317;2006
504058;4;2,75;2910;7467;2;47,4841;-121,772;2013
1190000;4;2,5;3160;13194;2;47,5472;-122,233;1965
690700;5;2,75;2870;5349;2;47,5405;-122,187;2005
495000;2;1,75;1850;2530;2,5;47,6106;-122,31;1903
575000;3;1,75;2010;3800;2;47,6408;-122,307;1922
1025000;4;3,5;3320;19850;1;47,527;-122,228;1977
299800;2;1;1310;2814;1;47,5185;-122,376;1944
365000;3;2,5;2190;5091;2;47,3506;-122,039;2004
202000;2;1;920;7569;1;47,4951;-122,302;1950
309780;3;2,5;2242;4500;2;47,2583;-122,198;2014
270000;4;2,5;2350;5835;2;47,3494;-122,153;2003
2350000;4;2,25;4370;22863;2,5;47,6878;-122,215;1907
460000;3;3,5;1600;1431;2;47,6865;-122,363;2006
648360;4;1,75;2260;7005;1;47,6895;-122,207;1947
