"Budget";"Movie_length";"Lead_Actor_Rating";"Lead_Actress_rating";"Director_rating";"Producer_rating";"Avg_age_actors";"X3D_available";"Genre";"Collection"
36001,955;166,4;8,285;8,885;7,945;7,01;27;"YES";"Thriller";29100
32691,175;170,6;6,67;8,09;6,055;6,905;44;"YES";"Comedy";6300
39873,79;114,6;8,84;5,73;7,725;9,335;24;"YES";"Drama";66500
32663,4;173,5;6,37;7,75;7,145;9,255;53;"NO";"Action";44900
27974,98;173,5;7,065;6,985;8,89;9,525;20;"NO";"Drama";36800
41173,66;150;8,83;8,295;8,54;9,255;21;"YES";"Thriller";55000
32607,85;110,1;5,395;6,965;6,735;6,66;46;"YES";"Drama";43600
32974,48;156,5;7,825;8,755;7,08;9,58;53;"YES";"Drama";41600
36246,375;168,3;7,235;8,665;9,075;6,39;26;"YES";"Thriller";33200
36163,05;168,1;7,485;8,31;5,835;9,095;48;"YES";"Thriller";32300
34724,305;127,1;8,83;7,925;9,225;4,03;46;"YES";"Comedy";39700
37096,29;114,6;6,62;8,92;9,14;6,12;37;"YES";"Comedy";41700
39746,025;164,5;7,805;9,48;8,54;7,835;36;"NO";"Comedy";34600
36007,51;156;7,315;7,785;7,205;9,28;36;"NO";"Thriller";46400
32141,23;120,2;6,235;8,51;8,92;9,065;50;"YES";"Thriller";30800
32974,48;141,7;7,27;8,05;7,58;8,695;60;"NO";"Drama";42400
33124,465;94,9;6,275;5,535;7,655;8,82;35;"YES";"Thriller";65500
29941,45;172,6;7,825;8,66;6,67;8,04;40;"YES";"Action";14600
36246,375;166,4;8,685;9,15;8,165;9,065;54;"YES";"Action";29500
35418,68;171,7;7,625;9,02;7,21;8,36;32;"NO";"Drama";33700
33613,305;101,2;5,815;8,54;7,595;9,08;35;"YES";"Comedy";51700
32141,23;170,9;8,09;6,24;5,295;7,28;56;"NO";"Comedy";35300
32968,925;173,5;8,42;8,865;5,45;8,215;21;"NO";"Comedy";8500
31257,985;95,4;6,555;7,07;8,655;7,36;39;"YES";"Comedy";45900
35585,33;173,5;7,145;7,58;5,835;9,26;51;"NO";"Thriller";27900
35879,745;170,9;6,335;9,01;8,6;8,385;57;"YES";"Comedy";44000
33929,94;171,8;9,24;6,075;5,96;6,975;52;"NO";"Drama";37600
37862,88;80,3;8,835;7,58;8,02;8,52;21;"NO";"Comedy";58700
29285,96;166,9;8,035;7,81;8,85;9,31;36;"NO";"Comedy";37100
35418,68;167,5;8,83;8,01;7,66;8,245;36;"YES";"Drama";64200
38185,07;117,2;3,84;7,88;6,295;5,465;23;"YES";"Drama";34900
33379,995;104,6;8,595;8,455;6,46;9,495;37;"YES";"Action";43600
35763,09;168,8;7,53;8,07;9,08;8,66;59;"YES";"Thriller";55100
35879,745;138,6;8,78;6,085;8,25;8,07;45;"NO";"Thriller";34300
40407,07;164,7;7,68;7,325;9,065;7,28;34;"YES";"Comedy";50000
39634,925;142,3;7,965;7,5;9,1;9,14;29;"NO";"Thriller";62100
33496,65;95,4;8,84;9,23;8,75;8,23;21;"NO";"Comedy";43900
36896,31;169,1;8,025;8,58;8,885;5,605;31;"NO";"Thriller";58300
38612,805;161,4;9,075;7,785;8,76;9,185;56;"NO";"Comedy";55300
34485,44;119,2;7,5;9,32;5,465;9,215;39;"YES";"Comedy";23300
34357,675;96,8;6,92;8,715;8,58;8,885;53;"YES";"Thriller";46000
33591,085;173,5;9,09;9,165;6,18;8,69;30;"YES";"Comedy";38700
25103,045;80;8,3;9,1;9,095;9,23;46;"NO";"Drama";35400
33235,565;172,3;8,325;8,21;8,615;9,255;46;"YES";"Comedy";33800
29685,92;114;6,98;9,465;8,71;8,665;37;"YES";"Comedy";31900
35579,775;173,5;8,48;6,82;7,29;6,43;59;"YES";"Drama";35000
33252,23;173,5;9,01;7,805;8,995;6,655;37;"NO";"Thriller";18800
39701,585;95,4;8,47;7,65;9,08;9,19;32;"NO";"Comedy";57900
35190,925;165,9;9,27;8,685;8,84;8,14;58;"NO";"Action";39400
33107,8;143,2;8,695;8,24;8,23;6,195;21;"NO";"Comedy";44400
33174,46;171,9;9,035;9,505;8,95;6,84;33;"YES";"Comedy";18200
33174,46;139,6;6,92;8,98;8,015;8,885;24;"YES";"Comedy";20200
32007,91;172;7,585;9,39;8,62;8,99;20;"YES";"Comedy";33100
33446,655;171,4;7,32;6,045;5,73;6,66;25;"NO";"Drama";35100
32907,82;157,6;6,69;7,68;6,77;7,29;40;"YES";"Thriller";25500
33113,355;126,1;8,47;6,985;7,49;9,43;54;"YES";"Comedy";41800
34979,835;163,5;8,94;8,755;7,515;8,885;41;"NO";"Drama";31800
35668,655;105,6;9,15;9,045;8,1;9,22;27;"NO";"Thriller";56300
29313,735;163,3;8,725;9,165;9,21;8,94;52;"YES";"Comedy";29400
33063,36;135,5;8,89;7,41;8,94;8,97;22;"NO";"Thriller";46400
36824,095;171,2;6,62;8,79;8,47;8,235;20;"YES";"Thriller";45700
36396,36;167,9;8,255;8,675;8,755;7,925;24;"YES";"Action";27000
35613,105;120,2;8,73;8,69;8;6,58;28;"NO";"Thriller";37500
32418,98;168,1;9,27;8,26;8,705;8,86;28;"NO";"Thriller";49300
32657,845;171,9;8,31;6,985;9,305;7,365;34;"NO";"Thriller";45100
33446,655;173,5;8,485;8,03;8,44;9,16;31;"YES";"Thriller";45600
36635,225;90,7;7,095;8,645;9,3;7,67;20;"YES";"Comedy";41300
29463,72;127,1;8,925;8,86;7,25;8,965;44;"YES";"Thriller";17400
35946,405;107,6;7,805;8,31;9,145;9,065;50;"YES";"Comedy";51600
36857,425;101,4;9,215;8,515;8,89;8,65;28;"NO";"Thriller";52700
36824,095;138,7;8,9;8,04;8,365;9,185;46;"YES";"Thriller";74600
32974,48;120,9;8,725;8,645;8,485;8,93;22;"YES";"Thriller";65900
36035,285;173,5;9,05;9,25;5,45;7,3;56;"YES";"Comedy";28400
33091,135;125,8;7,265;6,4;8,065;8,575;42;"NO";"Thriller";42300
31135,775;94,3;8,475;9,13;6,285;7,495;30;"YES";"Thriller";30600
34129,92;173,5;8,23;6,24;6,965;6,28;27;"YES";"Comedy";57900
34357,675;173,5;7,28;6,805;8,04;8,41;42;"YES";"Action";56100
31074,67;168,1;7,84;8,91;8,13;6,095;41;"YES";"Thriller";19500
37374,04;131,3;6,28;9,135;8,685;6,095;58;"YES";"Comedy";49400
33502,205;108;8,705;6,66;7,22;8,845;58;"YES";"Comedy";30600
35563,11;126,7;6,185;9,215;8,56;9,225;58;"NO";"Thriller";60300
36751,88;110,4;8,46;8,885;6,735;9,255;34;"NO";"Drama";42700
32746,725;94,6;9,135;8,79;9,025;7,705;40;"NO";"Thriller";47300
38751,68;155,3;7,77;8,9;8,905;5,755;50;"NO";"Thriller";30300
30935,795;91,9;6,68;9,445;8,595;8,275;43;"NO";"Thriller";34900
45917,63;92,6;8,085;7,53;8,82;9,095;21;"NO";"Action";79300
33407,77;121,5;8,95;8,875;5,85;9,275;31;"NO";"Comedy";44200
31735,715;107;8,52;8,345;8,08;8,065;37;"YES";"Drama";37200
32163,45;83,5;8,76;8,73;6,63;9,15;20;"YES";"Drama";34600
35963,07;133;9,065;8,03;7,96;8,475;41;"NO";"Thriller";44200
33657,745;171,8;8,345;7,97;9,05;8,965;24;"NO";"Thriller";26300
39707,14;161,7;8,36;8,675;6,45;8,215;34;"NO";"Comedy";36400
38707,24;93;9,05;8,765;9,105;9,21;29;"YES";"Comedy";50000
35613,105;76,4;7,585;8,885;6,645;9,315;55;"YES";"Action";33800
35863,08;143;7,175;9,015;6,7;8,29;23;"YES";"Drama";24100
33657,745;172,3;5,305;7,485;7,44;5,755;22;"NO";"Drama";44700
34490,995;156,8;8,635;6,62;6,825;8,115;36;"YES";"Comedy";43300
34129,92;162,7;8,9;9,155;9,05;6,98;39;"YES";"Thriller";39600
37918,43;151,6;8,015;7,525;8,065;8,055;48;"YES";"Comedy";65300
33963,27;163,5;8,535;9,27;8,23;9,07;57;"NO";"Thriller";35700
36196,38;173,5;8,75;9,105;6,85;7,625;3;"YES";"Drama";51800
29285,96;164,2;6,335;6,41;8,995;8,695;42;"NO";"Drama";51200
33963,27;172,4;9,115;5,73;8,615;9,365;55;"YES";"Action";49700
35735,315;114,6;8,59;6,5;5,285;7,94;38;"YES";"Thriller";32600
45812,085;173,5;9,33;7,245;8,82;9,375;27;"YES";"Action";54200
34007,71;173,5;7,715;8,56;9,21;8,05;54;"NO";"Comedy";70800
34602,095;89,2;8,76;8,305;7,565;8,36;24;"YES";"Thriller";42600
34568,765;103,2;5,925;8,385;8,8;8,79;40;"NO";"Comedy";52100
34229,91;156,5;7,33;7,245;7,76;9,475;43;"NO";"Thriller";48400
48772,9;170,8;7,27;8,44;9,14;7,725;45;"YES";"Comedy";57900
35418,68;172,3;8,47;7,84;6,85;6,39;22;"YES";"Action";32500
33007,81;173,5;6,89;9,23;6,645;9,24;23;"YES";"Drama";28100
34035,485;161,4;8,96;8,335;7,475;7,82;48;"NO";"Action";33100
37496,25;92,6;8,825;8,075;7,76;6,89;54;"NO";"Action";27500
33613,305;131,9;7,77;8,14;6,77;8,425;39;"NO";"Comedy";54400
36007,51;105,7;8,745;9,32;9,1;7,165;59;"NO";"Comedy";36800
32846,715;119,3;6,25;8,03;8,72;8,685;48;"NO";"Action";54600
33902,165;168,9;8,035;9,105;7,66;8,56;29;"YES";"Drama";26800
38751,68;115,7;9,115;4,815;7,265;8,75;37;"NO";"Thriller";64100
42467,975;171,2;5,305;7,885;6,055;8,8;23;"YES";"Thriller";45900
32924,485;106,4;8,425;7,225;7,815;8,74;52;"YES";"Action";64400
35140,93;127,5;9,135;8,31;9,025;8,52;37;"NO";"Thriller";56900
34607,65;165,3;4,585;8,32;8,44;9,075;47;"NO";"Drama";32400
36635,225;168,9;6,9;8,185;8,855;8,885;42;"NO";"Thriller";52500
32702,285;119,1;6,77;8,15;9,06;8,39;51;"YES";"Action";49000
34490,995;125,8;7,515;8,31;8,015;8,79;60;"YES";"Thriller";46300
39912,675;172,8;7,27;9,09;8,98;6,815;32;"NO";"Comedy";45200
27841,66;119,3;9,11;8,15;5,94;6,345;25;"NO";"Thriller";20300
40029,33;167,9;8,215;6,445;7,66;8,685;57;"NO";"Drama";56100
39479,385;166,8;8,555;7,31;4,62;9,45;42;"NO";"Thriller";28800
35090,935;119,2;7,575;5,495;8,815;9,335;27;"NO";"Thriller";50200
34179,915;119,1;5,395;8,56;6,3;6,43;47;"NO";"Thriller";28700
32918,93;143,9;9,115;6,045;8,45;7,53;21;"YES";"Drama";57700
32846,715;161,4;7,88;8,33;8,94;8,98;30;"YES";"Comedy";48400
34724,305;109,2;8,52;7,66;7,08;7,95;56;"NO";"Thriller";49600
36857,425;127,2;8,615;8,375;9,075;8,985;57;"YES";"Comedy";54900
32235,665;169,5;8,8;8,395;8,62;7,625;56;"YES";"Action";35700
42723,505;107;8,64;8,81;9,115;7,925;40;"NO";"Thriller";51300
40873,69;148,4;8,215;9,195;9,19;8,14;38;"NO";"Comedy";57000
37374,04;162,7;8,47;6,46;6,46;9,06;59;"NO";"Drama";56500
33107,8;105,7;6,49;9,23;3,84;7,845;44;"NO";"Comedy";42800
39746,025;157,6;8,54;9,265;8,5;7,43;37;"YES";"Comedy";42300
36479,685;170,9;8,595;8,26;8,985;9,12;34;"NO";"Drama";45000
30663,6;159,2;7,89;6,74;8,54;6,855;36;"YES";"Action";42700
31980,135;155,2;8,855;9,045;8,02;9,315;44;"YES";"Drama";29900
33502,205;172,4;9,24;8,185;9,115;9,255;45;"NO";"Thriller";30200
27363,93;167,3;5,41;7,455;6,865;9,19;38;"NO";"Comedy";40100
40029,33;145,1;8,73;8,325;7,9;9,115;38;"YES";"Thriller";57800
33063,36;96,9;8,73;8,14;8,25;6,815;46;"YES";"Thriller";40000
31091,335;164,7;7,545;9,025;8,28;8,845;22;"NO";"Comedy";35500
32974,48;113,6;5,86;8,31;8,815;8,45;21;"YES";"Drama";58800
38312,835;93;9,02;6,94;6,92;7,72;30;"YES";"Thriller";60200
24264,24;156,9;8,815;8,755;7,205;8,915;57;"NO";"Thriller";15100
31152,44;164,3;7,12;7,815;8,83;9,23;21;"YES";"Thriller";51200
27569,465;133;6,98;8,715;8,425;6,785;58;"NO";"Thriller";20200
34413,225;166,1;9,015;9,385;7,94;6,9;58;"YES";"Action";26600
39707,14;91,9;7,44;6,725;8,865;6,41;55;"NO";"Drama";59600
35424,235;166,1;8,25;9,15;9,115;9,03;31;"NO";"Drama";56200
36007,51;127,5;8,87;9,1;9,07;8,66;55;"NO";"Comedy";51700
33407,77;76,4;9,27;7,86;8,905;6,9;23;"YES";"Drama";40500
32752,28;168,3;8,48;9,33;7,83;8,53;38;"YES";"Thriller";40100
39701,585;142,3;8,595;8,83;5,285;8,425;38;"YES";"Thriller";31600
37562,91;167,9;9,115;7,455;9,23;9,06;39;"NO";"Comedy";51500
30146,985;123,4;7,77;8,17;8,31;9,47;21;"YES";"Thriller";66900
32007,91;171,2;9,02;9,12;7,965;8,75;22;"NO";"Thriller";29700
32846,715;173,5;8,73;8,945;9,425;8,62;46;"YES";"Comedy";32300
38707,24;89,8;6,58;8,185;7,215;9,47;34;"YES";"Comedy";59300
37918,43;152,7;7,74;9,235;8,685;8,885;56;"NO";"Comedy";29800
32685,62;151,8;7,685;8,17;9,36;8,425;41;"YES";"Comedy";37700
32974,48;91;8,83;8,31;8,42;8,955;28;"YES";"Thriller";41300
38612,805;102,6;8,04;5,54;8,735;7,785;40;"YES";"Thriller";73400
34229,91;91,2;8,95;8,955;6,41;7,71;36;"NO";"Thriller";49600
34607,65;130,3;9,155;7,4;8,66;8,455;41;"NO";"Thriller";57800
35263,14;170,8;6,01;8,83;9,14;7,08;23;"NO";"Drama";62600
32968,925;143,7;8,65;9,145;7,245;8,915;21;"NO";"Thriller";23300
34341,01;80;6,445;9,35;8,285;7,28;21;"YES";"Comedy";28700
37540,69;79,7;6,89;8,845;9,025;7,855;46;"YES";"Thriller";48500
36196,38;143,7;8,92;8,32;5,94;8,675;45;"YES";"Action";43800
28291,615;168,3;8,215;8,86;8,895;9,525;57;"NO";"Thriller";27800
29713,695;149,5;8,87;9,33;8,395;8,925;48;"NO";"Action";28500
32968,925;129,6;6,74;8,055;8,485;8,055;32;"YES";"Thriller";42000
36479,685;170,8;6,725;8,34;7,315;9,225;50;"YES";"Thriller";48700
34129,92;113,9;7,485;8,01;7,87;5,465;55;"NO";"Comedy";43200
32446,755;163,4;8,86;6,945;8,73;8,92;52;"NO";"Comedy";46100
34285,46;153,3;8,68;8,175;6,735;8,88;53;"YES";"Thriller";27200
36829,65;167,5;7,7;7,75;5,605;6,39;37;"NO";"Action";22000
35190,925;170,8;8,655;8,24;5,315;7,095;49;"NO";"Drama";11500
32546,745;172,4;8,73;6,725;8,36;9,315;53;"YES";"Comedy";62700
33235,565;159,2;7,555;8,945;7,755;5,595;23;"NO";"Comedy";23000
35785,31;125,8;8,95;9,345;6,2;6,41;50;"YES";"Comedy";31500
28636,025;147,8;6,285;8,67;8,42;8,98;44;"NO";"Thriller";41600
35724,205;151,2;9,22;9,255;9,02;9,025;41;"NO";"Comedy";38700
34091,035;173,5;8,865;8,81;6,67;8,66;52;"NO";"Drama";33700
35513,115;133,2;8,985;8,555;5,285;8,6;47;"NO";"Comedy";26900
27236,165;113,9;9,115;6,41;5,945;7,455;32;"YES";"Drama";32300
32802,275;151,6;6,185;9,1;9,305;8,63;20;"NO";"Action";57800
29941,45;151,3;8,57;7,895;8,175;5,465;21;"YES";"Comedy";46200
38751,68;148,3;7,67;9,095;7,05;6,185;24;"YES";"Thriller";19300
35563,11;89,2;8,045;8,66;7,655;9,095;34;"YES";"Thriller";47700
33929,94;114,6;9,15;9,09;8,02;7,43;43;"YES";"Comedy";30000
33063,36;172,3;7,375;8,955;8,96;9,375;23;"NO";"Comedy";21900
41173,66;163,4;7,225;8,34;8,83;8,385;36;"YES";"Comedy";38400
32185,67;168,5;6,555;8,715;9,05;6,9;31;"YES";"Comedy";27000
39912,675;167,9;7,685;8,695;8,48;8,955;40;"YES";"Comedy";51600
32885,6;82,4;9,145;7,9;9,04;7,36;28;"YES";"Thriller";47400
36079,725;80,1;9,26;8,755;7,3;9,19;31;"NO";"Drama";46000
35090,935;139,7;9,155;7,525;9,065;6,655;42;"YES";"Comedy";63000
33457,765;158,6;8,96;9,045;7,265;9,315;28;"NO";"Comedy";33500
33174,46;173,5;6,69;6,72;8,685;8,93;40;"NO";"Comedy";49200
34341,01;152,7;8,1;9,225;6,41;8,08;28;"NO";"Comedy";13100
29941,45;165;8,16;8,165;7,89;9,33;22;"YES";"Comedy";50100
34035,485;143,1;7,1;8,895;8,915;8,99;22;"YES";"Action";29900
32974,48;171,2;8,86;6,78;9,215;6,655;39;"YES";"Drama";40300
28291,615;173,5;8,535;9,075;8,285;7,9;55;"YES";"Action";32700
29463,72;169,5;9,01;7,245;7,64;9,16;57;"NO";"Thriller";58100
34168,805;166,9;7,095;9,35;8,73;9,06;23;"NO";"Action";35100
30019,22;80;8,89;5,54;6,2;8,03;44;"YES";"Thriller";55100
34502,105;171,4;7,47;4,035;7,565;8,425;48;"NO";"Drama";57800
32974,48;82,4;9,25;8,98;8,495;6,89;29;"NO";"Thriller";53400
35224,255;157,2;6,985;9,27;7,76;8,86;25;"YES";"Thriller";37500
32007,91;157,2;9,26;5,445;8,31;9,3;45;"NO";"Comedy";60300
36801,875;169,1;8,59;7,57;8,995;8,695;32;"YES";"Thriller";44700
39790,465;121,7;9,035;7,66;7,42;9,095;40;"YES";"Drama";50100
30063,66;173,5;7,12;9,165;8,77;8,87;37;"YES";"Action";33200
35863,08;111,3;8,54;8,185;8,79;7,17;25;"YES";"Comedy";58000
36418,58;131,9;9,135;7,84;7,02;8,82;51;"YES";"Comedy";37200
36624,115;135;7,585;7,36;9,315;8,53;39;"YES";"Action";53400
34490,995;146,6;8,94;8,335;8,925;8,475;37;"NO";"Comedy";67700
31735,715;171,4;9,06;8,79;8,815;8,79;27;"NO";"Drama";29500
38568,365;86,5;7,575;7,125;8,31;6,84;23;"YES";"Comedy";71400
35524,225;129,6;7,33;6,11;8,395;8,975;48;"YES";"Thriller";63700
30663,6;96,4;9,17;8,79;8,64;8,725;34;"NO";"Drama";34200
32918,93;91,9;8,55;7,96;5,605;6,845;21;"NO";"Drama";35600
36479,685;161,9;8,22;9,295;8,905;5,605;58;"NO";"Drama";31800
37607,35;156,1;9,175;8,01;7,87;5,985;20;"YES";"Thriller";42400
32235,665;164,5;9,115;8,9;8,79;6,83;60;"YES";"Comedy";21900
37374,04;143,2;8,8;8,01;8,77;8,63;51;"YES";"Thriller";76500
36896,31;163,4;9,045;9,32;9,05;9,175;32;"YES";"Comedy";47500
35513,115;173,5;9,035;9,23;8,94;7,33;25;"NO";"Thriller";16100
32691,175;111,9;8,885;9,25;8,82;8,43;29;"NO";"Thriller";32900
31702,385;107;7,655;8,86;9,06;6,895;60;"YES";"Comedy";52400
37540,69;165,4;6,9;8,325;6,665;7,3;54;"NO";"Thriller";33600
34879,845;167,8;8,54;9,1;8,46;8,98;25;"YES";"Comedy";62000
36363,03;120,7;9,27;8,31;7,955;8,075;46;"YES";"Comedy";41400
36468,575;158;9,26;9,465;6,685;9,12;51;"NO";"Thriller";24200
30063,66;110,1;9,11;9,26;6,74;9,39;40;"YES";"Comedy";19000
42273,55;173,5;8,125;6,785;8,905;9,095;60;"YES";"Drama";52400
33124,465;169,5;4,59;7,84;6,285;8,41;44;"NO";"Thriller";39200
32657,845;172,3;8,04;9,155;6,825;8,955;58;"NO";"Thriller";29100
31713,495;141,7;8,685;9,255;6,275;7,195;25;"NO";"Comedy";34600
34502,105;163,3;8,015;9,205;7,26;9,16;42;"YES";"Comedy";40900
40479,285;151,6;7,9;8,985;9,025;7,3;22;"NO";"Drama";46900
30935,795;173,5;9,22;8,54;8,785;6,815;32;"NO";"Action";23800
27974,98;102,7;8,675;8,14;7,465;9,23;42;"NO";"Comedy";52400
33052,25;173,5;8,78;8,775;7,715;9,255;52;"NO";"Thriller";33100
37740,67;114,6;9,145;9,385;6,67;6,85;22;"NO";"Comedy";48900
34002,155;156,7;8,175;8,1;8,905;7,845;52;"YES";"Action";43300
33113,355;113,5;7,935;8,54;8,79;7,07;50;"NO";"Comedy";48600
37668,455;168,5;7,39;6,095;8,5;8,59;58;"YES";"Thriller";56700
30291,415;132,6;8,76;8,36;8,25;8,39;40;"NO";"Thriller";25500
32119,01;156;9,17;6,96;7,715;7,53;26;"YES";"Thriller";61500
30308,08;132;7,9;8,01;8,51;7,96;50;"NO";"Comedy";34600
33496,65;168,2;7,95;8,81;9,065;8,215;34;"NO";"Comedy";36600
46312,035;143;7,965;8,515;8,23;8,28;41;"NO";"Action";60200
32318,99;115,8;9,135;5,91;7,82;8,985;22;"YES";"Comedy";53300
32618,96;141,1;9,115;9,335;8,76;9,225;40;"YES";"Thriller";56500
32974,48;113,6;8,215;8,66;8,705;6,84;36;"YES";"Thriller";52100
31835,705;110,4;7,1;7,86;6,44;8,255;60;"NO";"Thriller";37200
32530,08;120,9;8,8;7,95;7,755;9,03;59;"NO";"Comedy";43400
33257,785;156;5,55;8,705;8,015;8,675;25;"YES";"Comedy";39900
33713,295;159,2;8,77;9,495;8,73;8,26;57;"YES";"Thriller";44600
32530,08;143,9;6,21;7,95;9,305;8,07;56;"NO";"Thriller";38100
34585,43;172;8,57;8,04;7,44;7,3;40;"YES";"Thriller";40600
34174,36;169,2;7,225;8,875;6,575;9,085;21;"YES";"Drama";35900
33902,165;167,9;9,06;9,03;7,83;8,975;37;"NO";"Thriller";34500
31091,335;131,9;7,9;8,22;6,645;8,665;22;"NO";"Drama";21100
31691,275;170,9;6,69;7,325;5,985;8,405;20;"NO";"Comedy";35600
33052,25;173,5;7,44;8,66;6,575;8,055;38;"YES";"Thriller";28700
34918,73;171,6;7,95;6,085;8,73;9,26;48;"NO";"Action";57000
32496,75;115,6;8,96;8,05;6,46;5,595;49;"NO";"Comedy";28800
33791,065;86,5;7,88;8,79;9,05;9,095;37;"NO";"Thriller";31200
38612,805;107,7;7,44;6,945;7,05;6,525;35;"YES";"Comedy";48400
36824,095;162,5;8,8;7,43;7,535;9,145;39;"NO";"Action";66800
34107,7;157,6;8,635;8,14;6,055;8,765;22;"YES";"Comedy";23200
35963,07;109,6;9,17;9,39;8,425;8,66;46;"NO";"Comedy";29100
33435,545;138,7;7,825;9,015;8,735;7,515;23;"NO";"Comedy";61900
39223,855;161,4;8,8;8,31;7,565;8,725;20;"NO";"Comedy";41800
36468,575;171,7;7,095;9,165;7,3;6,155;59;"NO";"Thriller";27600
36079,725;173,5;9,15;9,01;7,64;7,47;51;"NO";"Thriller";40200
38707,24;154,3;7,835;8,22;8,25;8,99;25;"YES";"Drama";42700
32546,745;158,9;7,145;9,22;8,48;9,1;57;"YES";"Comedy";36200
35635,325;173,5;7,685;6,935;8,99;6,23;50;"NO";"Action";61100
41218,1;99,3;9,115;7,45;7,83;9,03;29;"NO";"Comedy";56000
32607,85;161,4;8,745;9,1;7,66;9,435;60;"YES";"Comedy";45000
42273,55;160;6,18;9,06;8,89;9,015;55;"YES";"Thriller";45100
