"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"lat";"long";"yr_built"
351358;2;1,75;1210;1189;2;47,5526;-121,998;2014
340000;2;1,5;1160;1438;2;47,5917;-122,295;2001
536500;4;1,75;2000;4000;1,5;47,5659;-122,375;1926
301000;3;1,5;1030;8414;1;47,7654;-122,297;1967
495000;4;1,75;1930;6720;1;47,6935;-122,312;1959
395000;3;2;1470;10125;1;47,7751;-122,222;1962
589000;3;2,5;2320;5663;2;47,539;-122,07;2003
329950;4;2,5;2120;4558;2;47,3795;-122,022;2002
572000;3;2,25;1830;7897;1;47,6914;-122,103;1986
667000;3;1,75;3320;478288;1,5;47,2407;-121,953;1933
525000;4;1,5;1430;6380;1,5;47,6942;-122,319;1945
567500;2;1,5;1350;4592;1;47,6511;-122,405;1939
795000;4;2,5;2890;7798;2;47,5456;-122,129;2005
585000;3;2,5;1740;2350;2;47,6207;-122,297;1995
850000;3;2,25;3000;18450;1;47,7274;-122,062;1983
979700;4;2,25;2480;6000;2;47,6392;-122,406;1929
385000;5;1,75;2190;8250;1;47,4887;-122,223;1963
440000;2;1;1090;4128;1;47,696;-122,314;1948
245000;2;1,75;1840;7230;1;47,3815;-122,228;1938
795000;3;2,75;1820;7517;1;47,5705;-122,406;1997
331000;3;3,25;1290;1153;3;47,6904;-122,346;2008
250000;3;1;1460;10914;1;47,4511;-122,173;1959
185000;3;1;1510;17040;1;47,2649;-122,285;1975
555000;2;1,5;1780;4750;1;47,6859;-122,395;1947
370000;3;1,5;2380;14500;1;47,7714;-122,256;1961
305000;5;2,25;2660;8400;1,5;47,2909;-122,189;1961
345000;4;2,5;2420;11481;1;47,341;-122,318;1985
320000;4;2,5;2223;5780;2;47,3586;-122,157;2010
425000;4;2,25;1240;21190;1;47,5123;-122,197;1974
510000;3;2,25;2340;6183;1;47,6979;-122,31;1929
627500;4;2,5;2540;11500;1;47,5609;-122,15;1979
459900;3;2,25;2250;8000;1;47,7229;-122,202;1976
590000;4;2,5;3700;12500;1;47,5403;-122,168;1973
570000;3;3;2400;3192;2;47,6963;-122,348;1991
1047000;4;3,5;3500;4000;2;47,628;-122,299;2000
350000;4;1,75;1820;6930;1;47,5053;-122,242;1952
1065000;3;4;3370;8252;2;47,5965;-122,013;2014
195700;3;1;1120;5200;1;47,3638;-122,088;1976
475000;7;3,5;2870;29699;1;47,7153;-122,327;1961
