"price";"bedrooms";"bathrooms";"sqft_living";"sqft_lot";"floors";"condition";"lat";"long"
175000;2;1;800;7150;1;3;47,3788;-122,224
515000;3;2,5;2000;3837;2;3;47,7713;-122,167
380000;2;1;1040;7372;1;5;47,5285;-122,378
464000;6;3;2300;3404;2;3;47,7067;-122,343
1080000;3;2,5;3720;11610;2;3;47,636;-122,049
188000;3;1,75;1660;7350;1;2;47,3118;-122,337
350000;3;1;1790;3876;1,5;5;47,575;-122,288
154000;2;1;1040;20524;1;3;47,6981;-121,875
1100000;4;3,75;2930;3200;1,5;5;47,643;-122,359
345000;2;1,75;1820;8409;1;4;47,7538;-122,327
230000;2;2;1260;10200;1;3;47,2593;-122,312
364500;3;1;1600;4489;1;3;47,5686;-122,378
329000;2;1;940;7700;1;4;47,7067;-122,354
335000;4;1;1480;6500;1,5;4;47,5282;-122,267
370000;4;2,5;1812;5026;2;3;47,4513;-122,202
241450;3;1;1100;8138;1;3;47,7393;-122,325
349000;4;2,5;1830;4694;2;3;47,3573;-122,016
430760;5;2,75;2710;4685;2;3;47,3555;-122,062
378500;4;1,75;1700;8640;1;3;47,5772;-122,153
495000;3;3;1520;4080;2;5;47,572;-122,29
625000;3;1,75;3160;76230;1;4;47,274;-122,287
525000;4;2,75;2910;6308;1;3;47,7352;-122,201
292000;3;2,5;1610;3848;2;3;47,4497;-122,188
